SWISSPROT,Count,Proportion(%)
Q5T1H1,3014,0.0353
Q16787,3005,0.0352
Q14204,2982,0.035
Q13402,2982,0.035
Q7Z407,2980,0.0349
Q92878,2950,0.0346
A2RRP1,2945,0.0345
P01266,2929,0.0343
P54132,2918,0.0342
Q4LDE5,2902,0.034
Q07954,2901,0.034
Q96T58,2885,0.0338
Q9Y493,2880,0.0338
Q7Z5N4,2880,0.0338
P43246,2873,0.0337
P46939,2854,0.0335
Q8NF50,2837,0.0333
Q12802,2836,0.0332
P49327,2827,0.0331
P04275,2825,0.0331
Q8IY92,2812,0.033
Q8IUG5,2809,0.0329
Q07283,2804,0.0329
P28340,2787,0.0327
O75970,2782,0.0326
P35749,2776,0.0325
Q8IYD8,2773,0.0325
Q8IZY2,2772,0.0325
Q9HCU4,2764,0.0324
Q7Z333,2755,0.0323
O95359,2740,0.0321
Q6P3W6,2727,0.032
O75369,2722,0.0319
Q9UMN6,2710,0.0318
P02549,2702,0.0317
Q5H8C1,2695,0.0316
Q9C0G6,2683,0.0315
Q9NYQ7,2682,0.0314
O00555,2674,0.0313
Q8TDX9,2672,0.0313
Q15154,2669,0.0313
Q14191,2662,0.0312
P08581,2660,0.0312
O43451,2657,0.0311
Q9Y5Y9,2642,0.031
Q15858,2635,0.0309
Q8WUY3,2620,0.0307
P13533,2607,0.0306
Q9NY15,2595,0.0304
Q13698,2592,0.0304
Q86XX4,2583,0.0303
Q9H2D6,2572,0.0302
O43149,2571,0.0301
Q6WRI0,2567,0.0301
O75592,2560,0.03
O00468,2559,0.03
O15027,2559,0.03
Q9Y2T1,2549,0.0299
P49454,2538,0.0298
Q6W4X9,2533,0.0297
P51532,2527,0.0296
Q96RL7,2526,0.0296
O60437,2526,0.0296
Q99973,2524,0.0296
P54296,2520,0.0295
Q5HYC2,2512,0.0294
Q96L96,2501,0.0293
Q7Z7M0,2498,0.0293
Q68DK2,2498,0.0293
P56715,2498,0.0293
P35498,2496,0.0293
Q9HCE0,2490,0.0292
Q9Y618,2490,0.0292
Q5TZA2,2479,0.0291
Q6ZNJ1,2472,0.029
Q70CQ2,2469,0.0289
Q8WWQ8,2467,0.0289
Q8IYW2,2458,0.0288
O15018,2456,0.0288
P12830,2443,0.0286
Q15652,2425,0.0284
Q7Z5J4,2411,0.0283
Q9UHC1,2407,0.0282
Q6ZS81,2393,0.0281
P07949,2387,0.028
Q9HCM3,2382,0.0279
Q8NFC6,2379,0.0279
Q92817,2371,0.0278
Q99728,2370,0.0278
Q9HC10,2369,0.0278
P48634,2368,0.0278
O75962,2364,0.0277
Q14896,2360,0.0277
O15078,2358,0.0276
P15822,2341,0.0274
P18583,2337,0.0274
Q15746,2330,0.0273
Q9UM47,2329,0.0273
P35499,2328,0.0273
Q92793,2328,0.0273
O75147,2326,0.0273
P42858,2323,0.0272
Q96HP0,2323,0.0272
Q6N022,2320,0.0272
Q92574,2318,0.0272
Q9BV73,2312,0.0271
O60333,2306,0.027
Q6UVK1,2300,0.027
P02751,2296,0.0269
Q14207,2295,0.0269
O00763,2284,0.0268
O95996,2282,0.0268
Q96KV7,2282,0.0268
P40692,2281,0.0267
Q9Y4G6,2277,0.0267
P20908,2272,0.0266
Q96Q15,2253,0.0264
O60522,2247,0.0263
Q8N201,2244,0.0263
O15020,2242,0.0263
Q6ZQQ2,2235,0.0262
Q5VT06,2232,0.0262
Q96L73,2232,0.0262
O76024,2232,0.0262
Q5D862,2223,0.0261
O75691,2222,0.026
P24821,2221,0.026
Q14678,2220,0.026
Q9ULI4,2214,0.026
Q96RY7,2211,0.0259
P78559,2204,0.0258
Q9NZ71,2202,0.0258
A6H8Y1,2196,0.0257
Q5JSZ5,2191,0.0257
P54098,2191,0.0257
O75197,2191,0.0257
Q9P1Y6,2190,0.0257
O60673,2188,0.0256
Q9NT68,2183,0.0256
P31629,2175,0.0255
Q04721,2173,0.0255
O60318,2169,0.0254
Q9BTC0,2168,0.0254
P11277,2163,0.0254
Q09472,2162,0.0253
Q5UIP0,2155,0.0253
P12107,2153,0.0252
Q5T1R4,2152,0.0252
P14410,2144,0.0251
Q86YV5,2143,0.0251
Q9H4A3,2141,0.0251
O15021,2139,0.0251
P35670,2136,0.025
O60281,2128,0.0249
P16234,2124,0.0249
O75443,2123,0.0249
Q6YHU6,2120,0.0249
Q9P219,2107,0.0247
Q86VV8,2105,0.0247
Q9Y3R5,2105,0.0247
Q8IZC6,2104,0.0247
Q9Y6N6,2103,0.0247
Q5VWN6,2093,0.0245
A6NMZ7,2089,0.0245
Q8N653,2087,0.0245
O95425,2081,0.0244
Q8IZJ3,2079,0.0244
Q8IZQ1,2079,0.0244
Q2KJY2,2077,0.0243
Q9BYW2,2076,0.0243
Q14767,2069,0.0243
Q9ULV0,2061,0.0242
P11717,2060,0.0241
P52179,2060,0.0241
O75161,2057,0.0241
Q14687,2054,0.0241
Q96N23,2045,0.024
Q86UK0,2033,0.0238
Q3ZCN5,2032,0.0238
O43497,2029,0.0238
Q4AC94,2027,0.0238
Q96PE2,2020,0.0237
Q5VW36,2018,0.0237
Q8N6G6,2017,0.0236
Q96QB1,2011,0.0236
Q12923,2007,0.0235
Q9NZM1,2001,0.0235
Q2M1P5,1998,0.0234
Q9C0G0,1994,0.0234
Q9P273,1993,0.0234
Q8IWT3,1991,0.0233
O94915,1986,0.0233
Q92794,1982,0.0232
Q8TEP8,1980,0.0232
Q7Z2Z1,1977,0.0232
P16144,1976,0.0232
Q96RT7,1974,0.0231
P00533,1968,0.0231
P55268,1962,0.023
B2RTY4,1958,0.023
Q8TD84,1956,0.0229
Q4ZHG4,1956,0.0229
Q9UI33,1951,0.0229
Q14573,1946,0.0228
Q9BXM0,1945,0.0228
Q8TE60,1942,0.0228
P41180,1941,0.0228
P02461,1938,0.0227
Q92673,1937,0.0227
P21333,1936,0.0227
Q9BZZ2,1933,0.0227
Q9C0F0,1932,0.0226
Q58EX2,1930,0.0226
P12259,1929,0.0226
O60934,1926,0.0226
P35573,1925,0.0226
Q14980,1924,0.0226
Q13023,1923,0.0225
O95255,1919,0.0225
P12110,1914,0.0224
Q8WYP5,1909,0.0224
Q5VUA4,1904,0.0223
O96017,1901,0.0223
Q14643,1900,0.0223
O95477,1897,0.0222
Q9HCK1,1892,0.0222
Q8TE82,1890,0.0222
Q702N8,1888,0.0221
Q6Q759,1881,0.022
O94759,1880,0.022
Q8N4C6,1877,0.022
Q5TBA9,1874,0.022
Q8TF72,1873,0.022
Q9UKX3,1873,0.022
P53420,1873,0.022
Q9NZ56,1870,0.0219
Q86WG5,1870,0.0219
Q9Y6X0,1869,0.0219
Q9BQG0,1864,0.0219
Q99758,1864,0.0219
P10071,1859,0.0218
Q9UKP4,1857,0.0218
Q5T5P2,1856,0.0218
Q9ULL5,1856,0.0218
Q96JM2,1856,0.0218
O60292,1856,0.0218
Q9UG01,1855,0.0217
Q2TAZ0,1853,0.0217
P23471,1851,0.0217
Q9ULD2,1850,0.0217
Q9UGU0,1848,0.0217
Q9P212,1847,0.0217
Q7RTP6,1846,0.0216
O15015,1845,0.0216
Q8NB66,1842,0.0216
Q9C0A1,1842,0.0216
P01130,1841,0.0216
Q9C0D2,1836,0.0215
Q8TEM1,1835,0.0215
P42345,1833,0.0215
Q562E7,1829,0.0214
P27708,1828,0.0214
P10253,1824,0.0214
Q9HBL0,1824,0.0214
Q9H254,1823,0.0214
Q13439,1823,0.0214
O00411,1821,0.0213
Q96SN8,1821,0.0213
Q7Z7A1,1821,0.0213
Q9HD67,1819,0.0213
Q15878,1819,0.0213
Q9H3S7,1816,0.0213
Q8IVL0,1815,0.0213
Q9H583,1814,0.0213
Q02224,1809,0.0212
O60287,1808,0.0212
O75095,1806,0.0212
P02462,1805,0.0212
O14497,1805,0.0212
P49750,1804,0.0211
Q8WVB6,1803,0.0211
Q8NFW1,1801,0.0211
Q9Y2F5,1798,0.0211
Q9UHC6,1798,0.0211
P08519,1794,0.021
O75185,1791,0.021
Q76NI1,1791,0.021
Q4ZG55,1790,0.021
Q9H9B1,1789,0.021
Q68DQ2,1789,0.021
Q00975,1788,0.021
P82279,1788,0.021
Q01668,1786,0.0209
O60303,1782,0.0209
Q9P2N4,1781,0.0209
Q86TC9,1781,0.0209
Q9UKX2,1781,0.0209
Q96Q06,1780,0.0209
Q6ZU64,1780,0.0209
Q8TD43,1778,0.0208
Q96RV3,1777,0.0208
P35658,1777,0.0208
Q86VF7,1777,0.0208
Q3L8U1,1774,0.0208
P08123,1774,0.0208
Q14160,1772,0.0208
Q9Y6J0,1770,0.0207
P07942,1769,0.0207
P02458,1767,0.0207
A6NKB5,1766,0.0207
P11055,1766,0.0207
Q12809,1764,0.0207
O14746,1764,0.0207
Q92616,1763,0.0207
Q7Z443,1763,0.0207
Q9H9J4,1759,0.0206
A6NGG8,1755,0.0206
Q9Y238,1753,0.0205
Q9NTG1,1751,0.0205
Q9HCK8,1750,0.0205
Q6KC79,1748,0.0205
A8K2U0,1748,0.0205
P23468,1748,0.0205
Q14966,1744,0.0204
P59510,1743,0.0204
Q7Z3J3,1743,0.0204
P10721,1741,0.0204
O15054,1740,0.0204
O14513,1736,0.0204
Q8TD26,1736,0.0204
P46821,1733,0.0203
P12882,1731,0.0203
Q8WYB5,1730,0.0203
A6NKT7,1729,0.0203
Q9Y623,1722,0.0202
Q9NVI1,1722,0.0202
Q96N67,1721,0.0202
Q14524,1720,0.0202
Q8NEV8,1717,0.0201
E9PAV3,1716,0.0201
P08572,1715,0.0201
Q9UPS8,1712,0.0201
Q38SD2,1710,0.02
Q5SXM2,1710,0.02
Q13332,1709,0.02
Q9NR99,1708,0.02
Q9C0C2,1704,0.02
Q14686,1703,0.02
Q7Z7G8,1703,0.02
Q8IYB7,1702,0.02
O15047,1699,0.0199
Q8IZF6,1699,0.0199
Q6ZMW3,1697,0.0199
Q9HCM1,1697,0.0199
Q99250,1696,0.0199
P16157,1695,0.0199
P62805,1694,0.0199
O43157,1691,0.0198
P31040,1689,0.0198
Q14571,1689,0.0198
Q6ZUB1,1689,0.0198
P10745,1687,0.0198
Q68DE3,1686,0.0198
O75140,1685,0.0198
Q9UPV0,1682,0.0197
P10586,1682,0.0197
Q86UK5,1681,0.0197
Q9H6A9,1681,0.0197
P16885,1681,0.0197
A3KMH1,1680,0.0197
Q92614,1676,0.0196
P02452,1676,0.0196
P25940,1676,0.0196
Q9UIW2,1675,0.0196
Q5TGY3,1674,0.0196
Q2M3C7,1673,0.0196
Q01955,1673,0.0196
Q86UR5,1668,0.0196
Q9C093,1668,0.0196
Q8IZD2,1658,0.0194
P06400,1658,0.0194
Q9NY46,1658,0.0194
Q71F56,1658,0.0194
Q14028,1657,0.0194
Q13459,1655,0.0194
Q12789,1654,0.0194
Q14999,1648,0.0193
Q9P2K1,1648,0.0193
Q14126,1645,0.0193
P59046,1644,0.0193
Q96HA7,1642,0.0192
P50748,1641,0.0192
Q12879,1638,0.0192
Q9UPZ6,1636,0.0192
O75096,1633,0.0191
Q01082,1633,0.0191
O43345,1631,0.0191
O60566,1631,0.0191
Q5JPB2,1631,0.0191
Q14676,1629,0.0191
Q14667,1626,0.0191
Q5VTT5,1625,0.019
Q96BY7,1625,0.019
Q8IZX4,1625,0.019
Q86YA3,1624,0.019
Q96AY4,1622,0.019
P35221,1621,0.019
Q5TH69,1618,0.019
Q9Y566,1618,0.019
O95153,1615,0.0189
O15061,1615,0.0189
Q9UIF8,1615,0.0189
P53804,1613,0.0189
Q8IXJ9,1613,0.0189
P42704,1613,0.0189
Q9P2R6,1611,0.0189
Q9UMD9,1608,0.0188
Q8NFU7,1606,0.0188
Q14766,1604,0.0188
P05997,1601,0.0188
Q15643,1601,0.0188
Q9UJ55,1599,0.0187
Q96BY6,1598,0.0187
Q92766,1597,0.0187
A6QL64,1596,0.0187
Q9HAZ2,1595,0.0187
O75051,1594,0.0187
Q86V15,1593,0.0187
Q5JRA6,1593,0.0187
Q5T481,1592,0.0187
Q6N021,1588,0.0186
Q5T5U3,1586,0.0186
P01814,1585,0.0186
Q14690,1585,0.0186
P23378,1584,0.0186
Q92576,1583,0.0186
P13535,1582,0.0185
A4D0S4,1581,0.0185
Q8TDM6,1580,0.0185
Q92621,1575,0.0185
Q96Q89,1573,0.0184
Q2WGJ9,1572,0.0184
P0C091,1572,0.0184
Q9GZU2,1571,0.0184
Q9BXP8,1571,0.0184
Q8NDV7,1569,0.0184
Q3T8J9,1569,0.0184
P59047,1568,0.0184
Q9Y2I6,1567,0.0184
Q5RHP9,1567,0.0184
Q6TFL3,1567,0.0184
Q9NR48,1565,0.0183
Q7Z6Z7,1564,0.0183
Q9UKK3,1561,0.0183
Q99466,1560,0.0183
Q8N2Y8,1559,0.0183
Q9H792,1557,0.0183
O14841,1552,0.0182
Q6P1J6,1552,0.0182
Q08378,1551,0.0182
Q9P2P1,1550,0.0182
Q9Y4D7,1549,0.0182
Q9Y2I7,1549,0.0182
P82987,1548,0.0181
Q5K651,1548,0.0181
P47989,1548,0.0181
Q6DT37,1547,0.0181
Q5VV67,1546,0.0181
O75038,1545,0.0181
Q03468,1544,0.0181
Q92887,1542,0.0181
Q6UB98,1539,0.018
Q8IWK6,1537,0.018
Q6ZRV2,1537,0.018
Q9Y3Q4,1536,0.018
Q9NQX4,1533,0.018
Q8WZ64,1533,0.018
Q9UHV7,1533,0.018
Q9BYX4,1533,0.018
Q9C0D5,1533,0.018
O75165,1532,0.018
Q149M9,1532,0.018
Q9Y490,1532,0.018
Q5THK1,1531,0.0179
Q9P2D3,1530,0.0179
Q8TF17,1530,0.0179
O75376,1528,0.0179
A1L4H1,1526,0.0179
Q9H7D0,1525,0.0179
Q09428,1522,0.0178
Q8TE56,1520,0.0178
Q8N1P7,1520,0.0178
Q99814,1519,0.0178
A1KZ92,1517,0.0178
Q9UKA4,1517,0.0178
Q17RW2,1517,0.0178
Q0VF96,1516,0.0178
O14924,1514,0.0177
D6RIA3,1513,0.0177
Q2NKJ3,1512,0.0177
Q8N3C0,1508,0.0177
P49959,1507,0.0177
Q8IVG5,1505,0.0176
Q9UPX8,1505,0.0176
E5RHQ5,1504,0.0176
O43299,1502,0.0176
P42695,1502,0.0176
O43683,1501,0.0176
Q96JM4,1500,0.0176
Q9BXA9,1499,0.0176
Q8NEV4,1499,0.0176
Q02952,1498,0.0176
A6NIJ5,1497,0.0175
Q02505,1497,0.0175
O60423,1497,0.0175
Q9UPS6,1496,0.0175
Q86UU0,1495,0.0175
Q9H4Z2,1495,0.0175
P35579,1493,0.0175
P12109,1492,0.0175
A6NE01,1492,0.0175
O95163,1492,0.0175
P42356,1492,0.0175
Q9BXW9,1491,0.0175
O15118,1488,0.0174
Q8IVE3,1487,0.0174
Q9UQP3,1487,0.0174
Q7Z4L5,1487,0.0174
Q5DID0,1485,0.0174
Q9NZM4,1484,0.0174
O15438,1481,0.0174
Q5SRE5,1481,0.0174
P18074,1480,0.0173
Q9BX84,1479,0.0173
Q8IVF5,1478,0.0173
Q8N2E2,1477,0.0173
Q9NRD9,1477,0.0173
Q68CZ1,1476,0.0173
Q9NRJ4,1476,0.0173
P0DPF3,1476,0.0173
Q86VI3,1475,0.0173
P12821,1474,0.0173
Q9P2F8,1472,0.0173
Q6ZNL6,1471,0.0172
Q5VYJ5,1471,0.0172
O94823,1470,0.0172
Q9NQT8,1467,0.0172
O60469,1465,0.0172
Q6EMB2,1464,0.0172
Q6P0Q8,1464,0.0172
O15056,1462,0.0171
Q9C000,1462,0.0171
Q14203,1462,0.0171
Q5JWR5,1461,0.0171
Q9NXG0,1460,0.0171
Q7Z591,1459,0.0171
Q70J99,1459,0.0171
Q2PPJ7,1458,0.0171
P53675,1458,0.0171
Q2M3G0,1457,0.0171
P11137,1454,0.017
Q9P218,1454,0.017
Q13029,1454,0.017
Q86WI3,1453,0.017
A6NHR9,1452,0.017
Q7Z745,1451,0.017
P12270,1451,0.017
O94986,1450,0.017
Q6F5E8,1450,0.017
Q5THR3,1448,0.017
O14976,1448,0.017
Q14112,1448,0.017
A6NC98,1447,0.017
O60312,1447,0.017
Q27J81,1446,0.017
Q8NEM0,1444,0.0169
Q92560,1442,0.0169
P01024,1442,0.0169
Q8TER5,1440,0.0169
Q07092,1440,0.0169
Q9ULH0,1437,0.0168
Q6PGP7,1436,0.0168
Q9Y6N7,1435,0.0168
Q8N1W1,1434,0.0168
Q9Y4F5,1432,0.0168
Q07889,1431,0.0168
Q05707,1430,0.0168
Q8N1G1,1428,0.0167
P09848,1428,0.0167
O95602,1426,0.0167
O14647,1425,0.0167
Q86US8,1424,0.0167
Q9H7P9,1423,0.0167
Q9BXX3,1420,0.0166
Q7Z3S7,1418,0.0166
O60449,1417,0.0166
P39059,1416,0.0166
Q6P158,1416,0.0166
Q9C0A6,1416,0.0166
Q9UQD0,1416,0.0166
Q6UY14,1416,0.0166
Q5T3U5,1415,0.0166
Q3V6T2,1414,0.0166
Q96J66,1413,0.0166
Q6ZMQ8,1412,0.0166
O94911,1411,0.0165
O60610,1410,0.0165
Q5SYB0,1407,0.0165
Q02846,1402,0.0164
Q9ULT8,1401,0.0164
Q2UY09,1400,0.0164
Q9BXL6,1398,0.0164
Q9H5P4,1398,0.0164
Q8TEQ6,1396,0.0164
P23470,1396,0.0164
P58397,1396,0.0164
Q8TDZ2,1394,0.0163
Q9NS15,1394,0.0163
Q66K79,1394,0.0163
Q5IJ48,1391,0.0163
Q8N139,1390,0.0163
Q9P0X4,1389,0.0163
Q14146,1386,0.0162
P46100,1386,0.0162
Q13751,1385,0.0162
Q8TEK3,1384,0.0162
Q4G0X9,1382,0.0162
Q02487,1381,0.0162
Q96JH8,1378,0.0162
Q13395,1376,0.0161
O75128,1376,0.0161
Q8TDN2,1376,0.0161
Q7Z494,1375,0.0161
P11047,1375,0.0161
Q96PN6,1375,0.0161
Q9NZQ8,1371,0.0161
Q96MS0,1371,0.0161
Q7RTX0,1371,0.0161
Q5T8A7,1371,0.0161
P98088,1370,0.0161
O60500,1369,0.016
Q9NYF8,1369,0.016
Q07890,1368,0.016
O00512,1368,0.016
Q63HR2,1367,0.016
Q9NSI6,1366,0.016
P31327,1366,0.016
Q9UGM3,1362,0.016
Q711Q0,1362,0.016
P49588,1360,0.0159
Q14147,1359,0.0159
Q6ZP82,1357,0.0159
Q9NZM3,1356,0.0159
A0AVI2,1354,0.0159
Q68CZ2,1354,0.0159
Q01118,1354,0.0159
Q96KN7,1354,0.0159
Q9P2E9,1353,0.0159
Q8WWN8,1352,0.0158
P35568,1350,0.0158
Q13009,1350,0.0158
Q9P266,1350,0.0158
Q9NX02,1349,0.0158
Q04912,1349,0.0158
Q8WXX7,1349,0.0158
Q96RG2,1349,0.0158
Q9Y6C5,1349,0.0158
Q8WZ74,1349,0.0158
Q92626,1349,0.0158
Q8WXS8,1347,0.0158
Q96PC5,1347,0.0158
Q03164,1347,0.0158
O15534,1346,0.0158
Q9Y6Y1,1345,0.0158
O95428,1343,0.0157
Q8IY33,1343,0.0157
Q9P2E3,1343,0.0157
P49790,1343,0.0157
Q9Y2X0,1342,0.0157
O76041,1341,0.0157
O60391,1340,0.0157
Q92608,1340,0.0157
E2RYF6,1340,0.0157
Q86UW6,1340,0.0157
Q8IWJ2,1339,0.0157
Q8IWY9,1339,0.0157
Q96HA1,1338,0.0157
Q9C0I4,1337,0.0157
Q9BQS8,1337,0.0157
Q9UPT8,1336,0.0157
Q9C0A0,1336,0.0157
O95450,1336,0.0157
Q96QP1,1335,0.0156
O94964,1335,0.0156
Q9BYE9,1335,0.0156
Q9UDY2,1329,0.0156
P68431,1329,0.0156
O15067,1328,0.0156
Q8WXD9,1328,0.0156
Q96Q42,1328,0.0156
P33527,1327,0.0156
H7BZ55,1325,0.0155
O75179,1324,0.0155
O00750,1323,0.0155
P01031,1323,0.0155
Q9Y4C4,1322,0.0155
O75094,1322,0.0155
P0DKV0,1319,0.0155
P38935,1319,0.0155
Q96MT7,1319,0.0155
Q9NQ11,1319,0.0155
Q14324,1319,0.0155
P55017,1319,0.0155
O43151,1318,0.0155
Q96JA1,1318,0.0155
Q7Z6E9,1317,0.0154
Q9HCM2,1316,0.0154
P29597,1316,0.0154
Q8IWU2,1313,0.0154
Q13813,1313,0.0154
Q6XZF7,1312,0.0154
Q68CQ1,1310,0.0154
O00443,1310,0.0154
O43933,1308,0.0153
P43146,1307,0.0153
Q9UPQ9,1306,0.0153
Q8N3D4,1305,0.0153
Q5T5Y3,1301,0.0153
P36776,1300,0.0152
P14543,1299,0.0152
P48681,1297,0.0152
Q96RT1,1297,0.0152
Q8N157,1297,0.0152
A8K8P3,1296,0.0152
O95071,1296,0.0152
Q8IUL8,1295,0.0152
P55265,1295,0.0152
Q6ZU35,1294,0.0152
Q92618,1294,0.0152
Q92545,1294,0.0152
Q6ZTR5,1293,0.0152
A6NES4,1293,0.0152
Q9BZV3,1293,0.0152
Q8NDM7,1292,0.0151
P35125,1292,0.0151
O75037,1290,0.0151
A7MBM2,1289,0.0151
Q9NYU1,1289,0.0151
Q14703,1289,0.0151
O00255,1288,0.0151
Q96P48,1287,0.0151
P35913,1287,0.0151
Q8WWZ4,1286,0.0151
Q8IZD9,1286,0.0151
Q9Y6D5,1285,0.0151
Q92954,1285,0.0151
Q5VZP5,1284,0.0151
Q68DA7,1283,0.015
Q9Y2E5,1281,0.015
Q7RTR2,1281,0.015
Q86UU1,1281,0.015
Q8IUA7,1281,0.015
Q7Z3B3,1281,0.015
Q6PJG6,1280,0.015
Q13045,1280,0.015
Q6ZVD8,1278,0.015
Q9P2K9,1278,0.015
A1L390,1277,0.015
Q15058,1275,0.0149
Q8WXE0,1274,0.0149
O15031,1274,0.0149
O60346,1273,0.0149
Q8WWZ7,1271,0.0149
O75643,1271,0.0149
Q5JR59,1271,0.0149
Q9Y2G9,1271,0.0149
Q13219,1268,0.0149
Q6NUQ1,1266,0.0148
O15040,1265,0.0148
Q6YHK3,1265,0.0148
P14616,1264,0.0148
Q68CP9,1263,0.0148
P57679,1261,0.0148
Q9H1H9,1261,0.0148
Q9P202,1261,0.0148
Q8IWZ3,1259,0.0148
Q2M1Z3,1259,0.0148
Q96F81,1259,0.0148
Q9NSC2,1259,0.0148
P20742,1258,0.0147
Q96KG7,1258,0.0147
O00159,1256,0.0147
Q4ADV7,1255,0.0147
Q9UI47,1254,0.0147
Q9ULT0,1254,0.0147
Q14674,1253,0.0147
Q9Y2I1,1252,0.0147
Q8NEZ3,1252,0.0147
Q14689,1251,0.0147
Q6AHZ1,1251,0.0147
Q5JRX3,1250,0.0147
Q76N89,1250,0.0147
Q9P275,1249,0.0146
O60293,1247,0.0146
A6NN14,1247,0.0146
Q8NFG4,1246,0.0146
Q8IY21,1245,0.0146
Q5VU65,1245,0.0146
Q8WXR4,1245,0.0146
Q96J92,1244,0.0146
Q15021,1242,0.0146
Q9H1A4,1242,0.0146
Q68DX3,1241,0.0145
O43593,1241,0.0145
Q9P2M7,1241,0.0145
Q13018,1241,0.0145
O00192,1240,0.0145
Q9HD43,1240,0.0145
P01715,1239,0.0145
Q9UPU5,1237,0.0145
Q9HBG6,1237,0.0145
Q8N0W3,1236,0.0145
O95342,1235,0.0145
Q5TCS8,1234,0.0145
Q8TEW8,1234,0.0145
Q8NHU2,1234,0.0145
Q5JTH9,1234,0.0145
Q9HC77,1233,0.0145
Q9UQ52,1231,0.0144
Q7Z3T8,1231,0.0144
Q14997,1229,0.0144
Q5H8A4,1228,0.0144
Q14050,1228,0.0144
Q9UKJ3,1227,0.0144
Q96QT4,1224,0.0143
O75420,1224,0.0143
Q6ZSZ5,1223,0.0143
P35523,1223,0.0143
Q66K74,1223,0.0143
Q02413,1223,0.0143
Q92698,1223,0.0143
Q9P241,1222,0.0143
Q9ULD9,1222,0.0143
Q6P1M3,1220,0.0143
P11274,1220,0.0143
P42694,1219,0.0143
Q9Y5H6,1219,0.0143
Q10570,1219,0.0143
Q9Y5E2,1218,0.0143
Q96C45,1218,0.0143
O94827,1218,0.0143
Q9NUX5,1218,0.0143
Q6ZVH7,1217,0.0143
Q96JN8,1217,0.0143
O60503,1215,0.0142
O95049,1215,0.0142
Q96PE1,1214,0.0142
Q9Y4F3,1214,0.0142
Q9BWH6,1214,0.0142
Q8TE57,1213,0.0142
Q8TDI0,1213,0.0142
Q9C0D6,1212,0.0142
O00754,1212,0.0142
P11215,1211,0.0142
